passengerid,survived,pclass,AccessToLifeboat,hasfamily,agebins,farebins,farebinssurvived,Title_Mr,Title_Miss,Title_Mrs,Title_Master,Title_Rare,male,FemAndChild,Q,S
728,1,1,1,0.0,3,5,1.0,0,0,0,0,1,1,0,0,0
729,0,3,1,0.0,2,1,1.0,1,0,0,0,0,1,0,0,0
730,0,3,1,0.0,2,1,1.0,1,0,0,0,0,1,0,0,0
731,1,3,1,1.0,2,3,0.0,0,0,1,0,0,0,1,0,1
732,0,1,0,1.0,3,6,0.0,1,0,0,0,0,1,0,0,0
733,1,1,1,0.0,3,9,0.0,0,1,0,0,0,0,1,0,0
734,1,1,1,1.0,3,6,0.0,0,0,1,0,0,0,1,0,0
735,1,3,1,0.0,2,1,1.0,1,0,0,0,0,1,0,0,0
736,1,3,1,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
737,1,3,1,1.0,1,3,0.0,0,1,0,0,0,0,1,0,1
738,1,1,1,1.0,1,8,0.0,0,0,0,1,0,1,0,0,1
739,1,1,1,1.0,3,6,0.0,1,0,0,0,0,1,0,0,1
740,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
741,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
742,0,3,0,1.0,3,5,1.0,0,0,1,0,0,0,1,1,0
743,0,3,0,0.0,4,1,1.0,1,0,0,0,0,1,0,1,0
744,0,1,0,1.0,5,8,0.0,1,0,0,0,0,1,0,0,0
745,1,1,1,0.0,4,5,1.0,0,0,0,0,1,0,1,0,1
746,0,2,0,1.0,2,5,1.0,1,0,0,0,0,1,0,0,1
747,1,2,0,0.0,2,4,0.0,0,0,1,0,0,0,1,0,1
748,1,3,1,0.0,6,1,1.0,0,0,1,0,0,0,1,0,1
749,0,1,0,0.0,1,5,1.0,1,0,0,0,0,1,0,0,1
750,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
751,0,3,0,0.0,2,1,1.0,0,1,0,0,0,0,1,1,0
752,0,3,0,1.0,1,6,0.0,0,0,0,1,0,1,0,0,1
753,1,3,1,1.0,3,3,0.0,0,0,1,0,0,0,1,0,1
754,0,3,0,1.0,0,5,1.0,0,1,0,0,0,0,1,0,1
755,1,1,1,1.0,4,8,0.0,0,0,1,0,0,0,1,0,0
756,1,2,1,0.0,3,4,0.0,0,0,1,0,0,0,1,0,1
757,0,3,1,1.0,3,3,0.0,1,0,0,0,0,1,0,0,1
758,0,2,0,0.0,2,2,1.0,1,0,0,0,0,1,0,0,1
759,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
760,1,3,1,1.0,0,3,0.0,0,1,0,0,0,0,1,0,0
761,1,3,1,1.0,1,2,1.0,0,0,1,0,0,0,1,0,0
762,1,2,1,1.0,2,5,1.0,0,0,1,0,0,0,1,0,0
763,0,3,0,1.0,4,5,1.0,0,0,1,0,0,0,1,0,1
764,1,2,1,1.0,2,4,0.0,0,1,0,0,0,0,1,0,1
765,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
766,1,2,1,0.0,3,2,1.0,1,0,0,0,0,1,0,0,1
767,1,2,1,0.0,1,5,1.0,0,1,0,0,0,0,1,0,1
768,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
769,0,3,0,0.0,6,1,1.0,1,0,0,0,0,1,0,1,0
770,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
771,0,3,1,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
772,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
773,1,2,0,1.0,5,5,1.0,0,0,1,0,0,0,1,0,1
774,0,1,1,1.0,4,5,1.0,1,0,0,0,0,1,0,0,0
775,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
776,0,3,0,1.0,3,3,0.0,1,0,0,0,0,1,0,0,1
777,1,1,1,0.0,3,7,0.0,0,1,0,0,0,0,1,0,0
778,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
779,0,2,0,0.0,3,2,1.0,1,0,0,0,0,1,0,0,1
780,0,2,0,0.0,2,2,1.0,1,0,0,0,0,1,0,0,1
781,0,2,0,0.0,1,2,1.0,1,0,0,0,0,1,0,0,1
782,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
783,0,3,0,1.0,2,3,0.0,0,0,1,0,0,0,1,0,1
784,0,1,0,0.0,4,5,1.0,1,0,0,0,0,1,0,0,1
785,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,0
786,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
787,1,3,1,1.0,1,3,0.0,0,1,0,0,0,0,1,1,0
788,1,3,1,0.0,2,1,1.0,0,1,0,0,0,0,1,1,0
789,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
790,0,1,0,0.0,7,5,1.0,1,0,0,0,0,1,0,0,0
791,0,3,0,1.0,0,5,1.0,0,0,0,1,0,1,1,0,1
792,1,2,1,1.0,2,3,0.0,0,0,1,0,0,0,1,0,1
793,1,3,1,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
794,0,1,0,0.0,3,5,1.0,1,0,0,0,0,1,0,0,1
795,1,3,0,0.0,2,1,1.0,0,1,0,0,0,0,1,1,0
796,1,3,1,0.0,2,1,1.0,0,1,0,0,0,0,1,1,0
797,0,2,0,0.0,1,2,1.0,1,0,0,0,0,1,0,0,1
798,0,1,0,1.0,3,6,0.0,1,0,0,0,0,1,0,0,1
799,1,2,1,0.0,1,5,1.0,0,1,0,0,0,0,1,0,1
800,1,1,1,0.0,4,5,1.0,1,0,0,0,0,1,0,0,1
801,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
802,1,1,1,0.0,4,5,1.0,1,0,0,0,0,1,0,0,1
803,0,2,0,0.0,4,2,1.0,1,0,0,0,0,1,0,0,1
804,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
805,0,3,0,1.0,0,5,1.0,0,1,0,0,0,0,1,0,1
806,0,1,0,0.0,3,10,0.0,1,0,0,0,0,1,0,0,1
807,0,2,0,0.0,2,2,1.0,1,0,0,0,0,1,0,0,1
808,0,2,0,0.0,2,3,0.0,1,0,0,0,0,1,0,0,0
809,0,3,0,1.0,3,5,1.0,1,0,0,0,0,1,0,0,1
810,1,1,1,0.0,3,8,0.0,0,1,0,0,0,0,1,0,1
811,1,3,1,1.0,1,1,1.0,0,0,1,0,0,0,1,0,0
812,1,3,1,0.0,2,1,1.0,0,1,0,0,0,0,1,0,1
813,0,2,0,0.0,2,2,1.0,1,0,0,0,0,1,0,0,1
814,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
815,0,3,0,1.0,2,2,1.0,0,0,1,0,0,0,1,0,1
816,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,1,0
817,0,3,1,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
818,0,1,0,0.0,2,5,1.0,1,0,0,0,0,1,0,0,1
819,0,3,0,1.0,0,4,0.0,0,1,0,0,0,0,1,0,1
820,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
821,1,3,0,0.0,1,1,1.0,0,1,0,0,0,0,1,1,0
822,0,3,0,1.0,0,6,0.0,0,0,0,1,0,1,1,0,1
823,1,3,0,0.0,4,1,1.0,0,1,0,0,0,0,1,1,0
824,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
825,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,1,0
826,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,0
827,1,2,1,1.0,0,5,1.0,0,0,0,1,0,1,1,0,1
828,0,3,0,0.0,4,1,1.0,1,0,0,0,0,1,0,0,1
829,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
830,0,3,0,0.0,5,1,1.0,1,0,0,0,0,1,0,0,1
831,0,2,0,0.0,1,10,0.0,1,0,0,0,0,1,0,0,1
832,0,3,1,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
833,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
834,0,1,0,0.0,5,5,1.0,1,0,0,0,0,1,0,0,1
835,0,2,0,1.0,3,5,1.0,0,0,0,0,1,1,0,0,1
836,0,2,0,0.0,1,5,1.0,1,0,0,0,0,1,0,0,1
837,0,3,0,1.0,0,5,1.0,0,0,0,1,0,1,1,1,0
838,0,1,0,0.0,5,6,0.0,1,0,0,0,0,1,0,0,1
839,1,1,1,1.0,3,7,0.0,0,0,1,0,0,0,1,0,0
840,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
841,1,1,1,1.0,1,9,0.0,0,1,0,0,0,0,1,0,1
842,0,2,0,1.0,2,5,1.0,1,0,0,0,0,1,0,0,0
843,1,3,1,0.0,3,6,0.0,1,0,0,0,0,1,0,0,1
844,1,2,1,1.0,4,5,1.0,0,0,1,0,0,0,1,0,1
845,0,3,0,0.0,3,4,0.0,1,0,0,0,0,1,0,0,1
846,1,2,1,1.0,0,2,1.0,0,0,0,1,0,1,1,0,1
847,0,3,0,0.0,2,6,0.0,1,0,0,0,0,1,0,0,1
848,0,3,0,1.0,1,5,1.0,1,0,0,0,0,1,0,0,1
849,0,2,0,1.0,4,4,0.0,1,0,0,0,0,1,0,0,1
850,0,3,0,0.0,3,1,1.0,0,1,0,0,0,0,1,0,1
851,0,2,0,1.0,2,5,1.0,1,0,0,0,0,1,0,0,0
852,0,3,0,1.0,2,4,0.0,0,0,1,0,0,0,1,0,1
853,1,3,1,0.0,3,1,1.0,0,0,1,0,0,0,1,0,1
854,1,3,1,0.0,2,1,1.0,0,1,0,0,0,0,1,0,1
855,1,1,1,1.0,4,6,0.0,0,0,1,0,0,0,1,0,0
856,0,2,0,1.0,3,5,1.0,1,0,0,0,0,1,0,0,1
857,0,3,0,0.0,4,1,1.0,1,0,0,0,0,1,0,0,1
858,1,2,1,1.0,3,5,1.0,0,0,1,0,0,0,1,0,1
859,0,2,0,0.0,2,2,1.0,1,0,0,0,0,1,0,0,1
860,0,3,0,0.0,2,1,1.0,0,1,0,0,0,0,1,0,1
861,1,1,1,1.0,4,7,0.0,1,0,0,0,0,1,0,0,0
862,1,2,1,0.0,3,4,0.0,0,1,0,0,0,0,1,0,1
863,0,1,0,1.0,2,8,0.0,1,0,0,0,0,1,0,0,0
864,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,1,0
865,0,3,0,0.0,3,3,0.0,1,0,0,0,0,1,0,0,1
866,1,1,1,0.0,4,5,1.0,0,0,1,0,0,0,1,0,1
867,0,2,0,0.0,3,2,1.0,1,0,0,0,0,1,0,0,1
868,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,0
869,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
870,0,3,0,0.0,1,2,1.0,1,0,0,0,0,1,0,0,1
871,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
872,0,2,0,0.0,2,2,1.0,1,0,0,0,0,1,0,0,1
873,1,1,1,1.0,5,7,0.0,0,0,1,0,0,0,1,0,1
874,1,3,1,0.0,2,1,1.0,1,0,0,0,0,1,0,0,0
875,1,1,1,1.0,2,7,0.0,0,0,1,0,0,0,1,0,1
876,1,3,1,1.0,1,3,0.0,0,0,1,0,0,0,1,0,0
877,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
878,0,2,0,1.0,3,5,1.0,1,0,0,0,0,1,0,0,1
879,0,3,0,1.0,0,4,0.0,0,1,0,0,0,0,1,0,1
880,1,2,1,1.0,2,5,1.0,0,0,1,0,0,0,1,0,1
881,1,3,1,0.0,1,1,1.0,0,1,0,0,0,0,1,1,0
882,0,1,0,1.0,3,6,0.0,1,0,0,0,0,1,0,0,1
883,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
884,0,1,0,0.0,2,5,1.0,1,0,0,0,0,1,0,0,1
885,1,3,1,1.0,0,3,0.0,0,0,0,1,0,1,1,0,0
886,1,3,1,0.0,1,1,1.0,0,0,1,0,0,0,1,0,0
887,1,3,1,0.0,4,1,1.0,1,0,0,0,0,1,0,0,1
888,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,1,0
889,1,1,1,1.0,0,8,0.0,0,0,0,1,0,1,1,0,1
890,0,3,0,1.0,0,4,0.0,0,1,0,0,0,0,1,0,1
891,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
892,1,3,1,0.0,1,1,1.0,0,1,0,0,0,0,1,1,0
893,0,1,0,0.0,4,5,1.0,1,0,0,0,0,1,0,0,1
894,1,1,1,1.0,2,6,0.0,0,0,1,0,0,0,1,0,0
895,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
896,0,3,0,1.0,1,5,1.0,1,0,0,0,0,1,0,0,1
897,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,1,0
898,0,1,0,0.0,3,9,0.0,1,0,0,0,0,1,0,0,0
899,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
900,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
901,0,2,0,0.0,4,3,0.0,1,0,0,0,0,1,0,0,0
902,0,2,1,0.0,1,2,1.0,1,0,0,0,0,1,0,0,0
903,1,3,1,1.0,1,1,1.0,1,0,0,0,0,1,0,0,1
904,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
905,0,3,0,1.0,2,1,1.0,0,1,0,0,0,0,1,0,1
906,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
907,1,2,1,1.0,4,6,0.0,0,0,1,0,0,0,1,0,1
908,1,3,1,0.0,1,1,1.0,0,1,0,0,0,0,1,0,1
909,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
910,1,3,1,1.0,1,2,1.0,0,0,0,1,0,1,0,0,0
911,0,3,0,1.0,3,1,1.0,1,0,0,0,0,1,0,0,0
912,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
913,0,2,0,0.0,1,2,1.0,1,0,0,0,0,1,0,0,1
914,1,3,1,0.0,1,1,1.0,0,1,0,0,0,0,1,1,0
915,1,1,1,0.0,5,5,1.0,0,0,1,0,0,0,1,0,0
